"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","06-Feb-2025","1,278.20","1,273.70","1,288.00","1,270.35","1,283.00","1,281.55","1,279.27","99,56,001","12,73,63,85,821.45","2,17,888","49,37,305","49.59"
